ID_PROTOCOLO,CODIGOINVIMA,VERSION,FECHA_PROTOCOLO,FECHA_PREVISTA_TERMINACION,TITULO_CIENTIFICO_PROTOCOLO,TITULO_PUBLICO_PROTOCOLO,NRO_INVESTIGACION_PRIMARIA,FECHA_REGISTRO_OFICIAL_PRIMARIA,NRO_IDENTIFICACION_SECUNDARIA,FECHA_REGISTRO_OFICIAL_SECUNDARIO,PATROCINADOR,CRO,PAIS_DESARROLLA_ACTIVIDAD,FUENTE_FINANCIACION,ESPECIALIDAD_PROTOCOLO,TIPO_INVESTIGACION,CODIGOASIGNADOPATROCINADOR,MOLECULA_ESTUDIO,ORIGEN,ESTADO,ID_MEDICAMENTO,ID_DISPOSITIVOS
3672,PI AZ 886,335,2020-03-28,2021-06-07,Titulo x735,Titulo x735,657900,2020-03-28,23831,2020-03-28,ASTRAZENECA COLOMBIA S A,CRO3672,COLOMBIA,Fuente 3672,Especialidda 3672,Tipo 3672,D3251C00004,Molecula 3672,Origen 3672,EN CURSO,289,
3673,PI JC 1120,340,2016-01-23,2021-08-07,Titulo 735,Titulo 735,324567,2016-01-23,21720,2016-01-23,JANSSEN RESEARCH Y DEVELOPMENT LLC QUINTILES COLOMBIA LTDA,CRO3673,COLOMBIA,Fuente 3673,Especialidda 3673,Tipo 3673,PCI 32765CAN3001,Molecula 3673,Origen 3673,APROBADO,288,
3674,PI ET 1127,342,2016-06-22,2021-06-07,Titulo 736,Titulo 736,2675,2016-06-22,24932,2016-06-22,ESPERION THERAPEUTICS INC QUINTILES COLOMBIA LTDA,CRO3674,COLOMBIA,Fuente 3674,Especialidda 3674,Tipo 3674,1002 043,Molecula 3674,Origen 3674,APROBADO,287,
3675,PI GS 926,335,2018-03-09,2021-06-07,Titulo y,Titulo y,546,2018-03-09,23720,2018-03-09,GLAXOSMITHKLINE COLOMBIA S A PPD COLOMBIA S A S,CRO3675,COLOMBIA,Fuente 3675,Especialidda 3675,Tipo 3675,200304,Molecula 3675,Origen 3675,APROBADO,286,
3676,PI IRI 852,336,2020-07-07,2021-07-10,Titulo x,Titulo x,253788,2020-07-07,12729,2020-07-07,I R I S INSTITUT DE RECHERCHES INTERNATIONALES SERVIER PAREXEL INTERNATIONAL COLOMBIA S A S,CRO3676,COLOMBIA,Fuente 3676,Especialidda 3676,Tipo 3676,CL3 06790 010,Molecula 3676,Origen 3676,APROBADO,285,
3677,PI IRI 852,338,2020-07-24,2021-07-10,Titulo x736,Titulo x736,579090,2020-07-24,1233832,2020-07-24,I R I S INSTITUT DE RECHERCHES INTERNATIONALES SERVIER PAREXEL INTERNATIONAL COLOMBIA S A S,CRO3677,COLOMBIA,Fuente 3677,Especialidda 3677,Tipo 3677,CL3 06790 010,Molecula 3677,Origen 3677,APROBADO,284,
3678,PI IRI 852,340,2021-02-07,2021-08-08,Titulo 736,Titulo 736,2676,2021-02-07,436864,2021-02-07,I R I S INSTITUT DE RECHERCHES INTERNATIONALES SERVIER PAREXEL INTERNATIONAL COLOMBIA S A S,CRO3678,COLOMBIA,Fuente 3678,Especialidda 3678,Tipo 3678,CL3 06790 010,Molecula 3678,Origen 3678,APROBADO,283,
3679,PI GF 1078,343,2020-03-29,2021-06-08,Titulo 737,Titulo 737,45979,2020-03-29,689397,2020-03-29,GENFIT COVANCE COLOMBIA SERVICES LTDA,CRO3679,COLOMBIA,Fuente 3679,Especialidda 3679,Tipo 3679,GFT505 315 1,Molecula 3679,Origen 3679,EN CURSO,282,
3680,PI GF 1078,344,2016-01-24,2021-08-08,Titulo y,Titulo y,690031,2016-01-24,8498,2016-01-24,GENFIT COVANCE COLOMBIA SERVICES LTDA,CRO3680,COLOMBIA,Fuente 3680,Especialidda 3680,Tipo 3680,GFT505 315 1,Molecula 3680,Origen 3680,EN CURSO,281,
3681,PI GF 1078,341,2016-06-23,2021-06-08,Titulo x,Titulo x,34766,2016-06-23,23832,2016-06-23,GENFIT COVANCE COLOMBIA SERVICES LTDA,CRO3681,COLOMBIA,Fuente 3681,Especialidda 3681,Tipo 3681,GFT505 315 1,Molecula 3681,Origen 3681,EN CURSO,280,
3682,PI AT 1142,338,2018-03-10,2021-06-08,Titulo x737,Titulo x737,234568,2018-03-10,21721,2018-03-10,AKEBIA THERAPEUTICS INC QUINTILES COLOMBIA LTDA,CRO3682,COLOMBIA,Fuente 3682,Especialidda 3682,Tipo 3682,AKB 6548 CI 0015,Molecula 3682,Origen 3682,RECHAZADO,279,
3683,PI AT 1142,336,2020-07-08,2021-07-11,Titulo 737,Titulo 737,657901,2020-07-08,24933,2020-07-08,AKEBIA THERAPEUTICS INC QUINTILES COLOMBIA LTDA,CRO3683,COLOMBIA,Fuente 3683,Especialidda 3683,Tipo 3683,AKB 6548 CI 0015,Molecula 3683,Origen 3683,APROBADO,278,
3684,PI IC 638,341,2020-07-25,2021-07-11,Titulo 738,Titulo 738,324568,2020-07-25,23721,2020-07-25,ELI LILLY ICON HOLDINGS CLINICAL RESEARCH,CRO3684,COLOMBIA,Fuente 3684,Especialidda 3684,Tipo 3684,H9X MC GBDJ,Molecula 3684,Origen 3684,EN CURSO,277,
3685,PI SA 981,343,2021-02-08,2021-08-09,Titulo y,Titulo y,2676,2021-02-08,12730,2021-02-08,SANOFI AVENTIS DE COLOMBIA S A,CRO3685,COLOMBIA,Fuente 3685,Especialidda 3685,Tipo 3685,EFC13579,Molecula 3685,Origen 3685,APROBADO,276,
3686,PI SA 1176,336,2020-03-30,2021-06-09,Titulo x,Titulo x,547,2020-03-30,1233833,2020-03-30,SANOFI AVENTIS DE COLOMBIA S A COVANCE COLOMBIA SERVICES LTDA,CRO3686,COLOMBIA,Fuente 3686,Especialidda 3686,Tipo 3686,EFC14837,Molecula 3686,Origen 3686,APROBADO,275,
3687,PI SA 1176,337,2016-01-25,2021-08-09,Titulo x738,Titulo x738,253789,2016-01-25,436865,2016-01-25,SANOFI AVENTIS DE COLOMBIA S A COVANCE COLOMBIA SERVICES LTDA,CRO3687,COLOMBIA,Fuente 3687,Especialidda 3687,Tipo 3687,EFC14837,Molecula 3687,Origen 3687,APROBADO,274,
3688,PI SA 1176,339,2016-06-24,2021-06-09,Titulo 738,Titulo 738,579091,2016-06-24,689398,2016-06-24,SANOFI AVENTIS DE COLOMBIA S A COVANCE COLOMBIA SERVICES LTDA,CRO3688,COLOMBIA,Fuente 3688,Especialidda 3688,Tipo 3688,EFC14837,Molecula 3688,Origen 3688,APROBADO,273,
3689,PI RO 1116,341,2018-03-11,2021-06-09,Titulo 739,Titulo 739,2677,2018-03-11,8499,2018-03-11,PRODUCTOS ROCHE S A,CRO3689,COLOMBIA,Fuente 3689,Especialidda 3689,Tipo 3689,MO29983,Molecula 3689,Origen 3689,APROBADO,272,
3690,PI RO 390,344,2020-07-09,2021-07-12,Titulo y,Titulo y,45980,2020-07-09,23833,2020-07-09,PRODUCTOS ROCHE S A,CRO3690,COLOMBIA,Fuente 3690,Especialidda 3690,Tipo 3690,BO22227,Molecula 3690,Origen 3690,APROBADO,271,
3691,PI BM 1018,345,2020-07-26,2021-07-12,Titulo x,Titulo x,690032,2020-07-26,21722,2020-07-26,BRISTOL MYERS SQUIBB COMPANY REPRESENTADO EN COLOMBIA POR BRISTOL MYERS SQUIBB DE COLOMBIA S A PPD COLOMBIA S A S,CRO3691,COLOMBIA,Fuente 3691,Especialidda 3691,Tipo 3691,CV185316,Molecula 3691,Origen 3691,EN CURSO,270,
3692,PI SA 965,342,2021-02-09,2021-08-10,Titulo x739,Titulo x739,34767,2021-02-09,24934,2021-02-09,SANOFI AVENTIS DE COLOMBIA,CRO3692,COLOMBIA,Fuente 3692,Especialidda 3692,Tipo 3692,DRI11772,Molecula 3692,Origen 3692,EN CURSO,269,
3693,PI NO 1021,339,2020-03-31,2021-06-10,Titulo 739,Titulo 739,234569,2020-03-31,23722,2020-03-31,NOVARTIS DE COLOMBIA S A PAREXEL INTERNATIONAL COLOMBIA S A S,CRO3693,COLOMBIA,Fuente 3693,Especialidda 3693,Tipo 3693,CICL670F2202,Molecula 3693,Origen 3693,EN CURSO,268,
3694,PI GNT 1087,337,2016-01-26,2021-08-10,Titulo 740,Titulo 740,657902,2016-01-26,12731,2016-01-26,GENETECH INC QUINTILES COLOMBIA LTDA,CRO3694,COLOMBIA,Fuente 3694,Especialidda 3694,Tipo 3694,GA30067,Molecula 3694,Origen 3694,RECHAZADO,267,
3695,PI GNT 1050,342,2016-06-25,2021-06-10,Titulo y,Titulo y,324569,2016-06-25,1233834,2016-06-25,GENETECH INC QUINTILES COLOMBIA LTDA,CRO3695,COLOMBIA,Fuente 3695,Especialidda 3695,Tipo 3695,GA29350,Molecula 3695,Origen 3695,APROBADO,266,
3696,PI BM 511,344,2018-03-12,2021-06-10,Titulo x,Titulo x,2677,2018-03-12,436866,2018-03-12,INICIALMENTE BRISTOL MYERS SQUIBB COMPANY TERMINANDO EL PROTOCOLO POR VIIV HEALTHCARE COMPANY ICON CLINICAL RESEARCH,CRO3696,COLOMBIA,Fuente 3696,Especialidda 3696,Tipo 3696,AI438 011 205889,Molecula 3696,Origen 3696,EN CURSO,265,
3697,PI AP 974,337,2020-07-10,2021-07-13,Titulo x740,Titulo x740,548,2020-07-10,689399,2020-07-10,ARBOR PHARMACEUTICAL LLC QUINTILES COLOMBIA LTDA,CRO3697,COLOMBIA,Fuente 3697,Especialidda 3697,Tipo 3697,AR 14 001,Molecula 3697,Origen 3697,APROBADO,264,
3698,PI AZ 932,338,2020-07-27,2021-07-13,Titulo 740,Titulo 740,253790,2020-07-27,8500,2020-07-27,ASTRAZENECA COLOMBIA S A,CRO3698,COLOMBIA,Fuente 3698,Especialidda 3698,Tipo 3698,D589SC00003,Molecula 3698,Origen 3698,APROBADO,263,
3699,PI AG 736,340,2021-02-10,2021-08-11,Titulo 741,Titulo 741,579092,2021-02-10,23834,2021-02-10,AMGEN INC QUINTILES COLOMBIA LTDA,CRO3699,COLOMBIA,Fuente 3699,Especialidda 3699,Tipo 3699,20070337,Molecula 3699,Origen 3699,APROBADO,262,
3700,PI RPH 1125,342,2020-04-01,2021-06-11,Titulo y,Titulo y,2678,2020-04-01,21723,2020-04-01,REGENERON PHARMACEUTICALS INC ICON CLINICAL RESEARCH,CRO3700,COLOMBIA,Fuente 3700,Especialidda 3700,Tipo 3700,R727 CL 1532,Molecula 3700,Origen 3700,APROBADO,261,
3701,PI MKG 1174,345,2016-01-27,2021-08-11,Titulo x,Titulo x,45981,2016-01-27,24935,2016-01-27,MERCK KGAA QUINTILES COLOMBIA LTDA,CRO3701,COLOMBIA,Fuente 3701,Especialidda 3701,Tipo 3701,MS200527 0060,Molecula 3701,Origen 3701,APROBADO,260,
3702,PI MKG 1174,346,2016-06-26,2021-06-11,Titulo x741,Titulo x741,690033,2016-06-26,23723,2016-06-26,MERCK KGAA QUINTILES COLOMBIA LTDA,CRO3702,COLOMBIA,Fuente 3702,Especialidda 3702,Tipo 3702,MS200527 0060,Molecula 3702,Origen 3702,APROBADO,259,
3703,PI MKG 1174,343,2018-03-13,2021-06-11,Titulo 741,Titulo 741,34768,2018-03-13,12732,2018-03-13,MERCK KGAA QUINTILES COLOMBIA LTDA,CRO3703,COLOMBIA,Fuente 3703,Especialidda 3703,Tipo 3703,MS200527 0060,Molecula 3703,Origen 3703,EN CURSO,258,
3704,PI MKG 1174,340,2020-07-11,2021-07-14,Titulo 742,Titulo 742,234570,2020-07-11,1233835,2020-07-11,MERCK KGAA QUINTILES COLOMBIA LTDA,CRO3704,COLOMBIA,Fuente 3704,Especialidda 3704,Tipo 3704,MS200527 0060,Molecula 3704,Origen 3704,EN CURSO,257,
3705,PI BM 1081,338,2020-07-28,2021-07-14,Titulo y,Titulo y,657903,2020-07-28,436867,2020-07-28,BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO3705,COLOMBIA,Fuente 3705,Especialidda 3705,Tipo 3705,CA209 649,Molecula 3705,Origen 3705,EN CURSO,256,
3706,PI BM 1081,343,2021-02-11,2021-08-12,Titulo x,Titulo x,324570,2021-02-11,689400,2021-02-11,BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO3706,COLOMBIA,Fuente 3706,Especialidda 3706,Tipo 3706,CA209 649,Molecula 3706,Origen 3706,RECHAZADO,255,
3707,PI SA 1176,345,2020-04-02,2021-06-12,Titulo x742,Titulo x742,2678,2020-04-02,8501,2020-04-02,SANOFI AVENTIS DE COLOMBIA S A COVANCE COLOMBIA SERVICES LTDA,CRO3707,COLOMBIA,Fuente 3707,Especialidda 3707,Tipo 3707,EFC14837,Molecula 3707,Origen 3707,APROBADO,254,
3708,PI SA 1176,338,2016-01-28,2021-08-12,Titulo 742,Titulo 742,549,2016-01-28,23835,2016-01-28,SANOFI AVENTIS DE COLOMBIA S A COVANCE COLOMBIA SERVICES LTDA,CRO3708,COLOMBIA,Fuente 3708,Especialidda 3708,Tipo 3708,EFC14837,Molecula 3708,Origen 3708,EN CURSO,253,
3709,PI SA 1176,339,2016-06-27,2021-06-12,Titulo 743,Titulo 743,253791,2016-06-27,21724,2016-06-27,SANOFI AVENTIS DE COLOMBIA S A COVANCE COLOMBIA SERVICES LTDA,CRO3709,COLOMBIA,Fuente 3709,Especialidda 3709,Tipo 3709,EFC14837,Molecula 3709,Origen 3709,APROBADO,252,
3710,PI RO 789,341,2018-03-14,2021-06-12,Titulo y,Titulo y,579093,2018-03-14,24936,2018-03-14,F HOFFMANN LA ROCHE LTD  PRODUCTOS ROCHE S A,CRO3710,COLOMBIA,Fuente 3710,Especialidda 3710,Tipo 3710,BO27938,Molecula 3710,Origen 3710,APROBADO,251,
3711,PI RO 790,343,2020-07-12,2021-07-15,Titulo x,Titulo x,2679,2020-07-12,23724,2020-07-12,PRODUCTOS ROCHE S A,CRO3711,COLOMBIA,Fuente 3711,Especialidda 3711,Tipo 3711,BO21005,Molecula 3711,Origen 3711,APROBADO,250,
3712,PI RO 986,346,2020-07-29,2021-07-15,Titulo x743,Titulo x743,45982,2020-07-29,12733,2020-07-29,PRODUCTOS ROCHE S A,CRO3712,COLOMBIA,Fuente 3712,Especialidda 3712,Tipo 3712,GO29058,Molecula 3712,Origen 3712,APROBADO,249,
3713,PI RO 1031,347,2021-02-12,2021-08-13,Titulo 743,Titulo 743,690034,2021-02-12,1233836,2021-02-12,PRODUCTOS ROCHE S A,CRO3713,COLOMBIA,Fuente 3713,Especialidda 3713,Tipo 3713,WA29748,Molecula 3713,Origen 3713,APROBADO,248,
3714,PI LBI 1121,344,2020-04-03,2021-06-13,Titulo 744,Titulo 744,34769,2020-04-03,436868,2020-04-03,BOEHRINGER INGELHEIM QUINTILES COLOMBIA LTDA,CRO3714,COLOMBIA,Fuente 3714,Especialidda 3714,Tipo 3714,1245110,Molecula 3714,Origen 3714,APROBADO,247,
3715,PI LBI 1121,341,2016-01-29,2021-08-13,Titulo y,Titulo y,234571,2016-01-29,689401,2016-01-29,BOEHRINGER INGELHEIM QUINTILES COLOMBIA LTDA,CRO3715,COLOMBIA,Fuente 3715,Especialidda 3715,Tipo 3715,1245110,Molecula 3715,Origen 3715,EN CURSO,246,
3716,PI SS 858,339,2016-06-28,2021-06-13,Titulo x,Titulo x,657904,2016-06-28,8502,2016-06-28,SUNOVION PHARMACEUTICALS INC QUINTILES COLOMBIA LTDA,CRO3716,COLOMBIA,Fuente 3716,Especialidda 3716,Tipo 3716,D1050302,Molecula 3716,Origen 3716,EN CURSO,245,
3717,PI ACE 1000,344,2018-03-15,2021-06-13,Titulo x744,Titulo x744,324571,2018-03-15,23836,2018-03-15,ACERTA PHARMA BV PPD COLOMBIA S A S,CRO3717,COLOMBIA,Fuente 3717,Especialidda 3717,Tipo 3717,ACE CL 007,Molecula 3717,Origen 3717,EN CURSO,244,
3718,PI NO 530,346,2020-07-13,2021-07-16,Titulo 744,Titulo 744,2679,2020-07-13,21725,2020-07-13,NOVARTIS DE COLOMBIA S A PAREXEL INTERNATIONAL COLOMBIA S A S,CRO3718,COLOMBIA,Fuente 3718,Especialidda 3718,Tipo 3718,CACZ885M2301,Molecula 3718,Origen 3718,RECHAZADO,243,
3719,PI BM 980,339,2020-07-30,2021-07-16,Titulo 745,Titulo 745,550,2020-07-30,24937,2020-07-30,VIIV HEALTH CARE GLAXOSMITHKLINE PPD COLOMBIA S A S,CRO3719,COLOMBIA,Fuente 3719,Especialidda 3719,Tipo 3719,AI468 048,Molecula 3719,Origen 3719,APROBADO,242,
3720,PI NO 670,340,2021-02-13,2021-08-14,Titulo y,Titulo y,253792,2021-02-13,23725,2021-02-13,NOVARTIS DE COLOMBIA S A PAREXEL INTERNATIONAL COLOMBIA S A S,CRO3720,COLOMBIA,Fuente 3720,Especialidda 3720,Tipo 3720,CLAF237A23156,Molecula 3720,Origen 3720,EN CURSO,241,
3721,PI BA 796,342,2020-04-04,2021-06-14,Titulo x,Titulo x,579094,2020-04-04,12734,2020-04-04,BANNER ALZHEIMER´S INSTITUTE GENENTECH INC RPS COLOMBIA LTDA PARA HEALTH SCIENCES,CRO3721,COLOMBIA,Fuente 3721,Especialidda 3721,Tipo 3721,GN28352,Molecula 3721,Origen 3721,APROBADO,240,
3722,PI BM 990,344,2016-01-30,2021-08-14,Titulo x745,Titulo x745,2680,2016-01-30,1233837,2016-01-30,BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO3722,COLOMBIA,Fuente 3722,Especialidda 3722,Tipo 3722,IM101 550,Molecula 3722,Origen 3722,APROBADO,239,
3723,PI RPH 1133,347,2016-06-29,2021-06-14,Titulo 745,Titulo 745,45983,2016-06-29,436869,2016-06-29,R PHARM QUINTILES COLOMBIA LTDA,CRO3723,COLOMBIA,Fuente 3723,Especialidda 3723,Tipo 3723,CL04041024,Molecula 3723,Origen 3723,APROBADO,238,
3724,PI RPH 1133,348,2018-03-16,2021-06-14,Titulo 746,Titulo 746,690035,2018-03-16,689402,2018-03-16,R PHARM QUINTILES COLOMBIA LTDA,CRO3724,COLOMBIA,Fuente 3724,Especialidda 3724,Tipo 3724,CL04041024,Molecula 3724,Origen 3724,APROBADO,237,
3725,PI BM 1001,345,2020-07-14,2021-07-17,Titulo y,Titulo y,34770,2020-07-14,8503,2020-07-14,BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO3725,COLOMBIA,Fuente 3725,Especialidda 3725,Tipo 3725,CA209 227,Molecula 3725,Origen 3725,APROBADO,236,
3726,PI BM 1001,342,2020-07-31,2021-07-17,Titulo x,Titulo x,234572,2020-07-31,23837,2020-07-31,BRISTOL MYERS SQUIBB DE COLOMBIA S A,CRO3726,COLOMBIA,Fuente 3726,Especialidda 3726,Tipo 3726,CA209 227,Molecula 3726,Origen 3726,APROBADO,235,
3727,PI NO 1071,340,2021-02-14,2021-08-15,Titulo x746,Titulo x746,657905,2021-02-14,21726,2021-02-14,NOVARTIS DE COLOMBIA S A,CRO3727,COLOMBIA,Fuente 3727,Especialidda 3727,Tipo 3727,CQVM149B2302,Molecula 3727,Origen 3727,EN CURSO,234,
3728,PI TBA 1062,345,2020-04-05,2021-06-15,Titulo 746,Titulo 746,324572,2020-04-05,24938,2020-04-05,THERAVANCE BIOPHARMA INC RESEARCH COLOMBIA LTDA,CRO3728,COLOMBIA,Fuente 3728,Especialidda 3728,Tipo 3728,112,Molecula 3728,Origen 3728,EN CURSO,233,
3729,PI NO 861,347,2016-01-31,2021-08-15,Titulo 747,Titulo 747,2680,2016-01-31,23726,2016-01-31,NOVARTIS DE COLOMBIA S A,CRO3729,COLOMBIA,Fuente 3729,Especialidda 3729,Tipo 3729,CRAD001A2433,Molecula 3729,Origen 3729,EN CURSO,232,
3730,PI SS 858,340,2016-06-30,2021-06-15,Titulo y,Titulo y,551,2016-06-30,12735,2016-06-30,SUNOVION PHARMACEUTICALS INC QUINTILES COLOMBIA LTDA,CRO3730,COLOMBIA,Fuente 3730,Especialidda 3730,Tipo 3730,D1050302,Molecula 3730,Origen 3730,RECHAZADO,231,
3731,PI NO 1161,341,2018-03-17,2021-06-15,Titulo x,Titulo x,253793,2018-03-17,1233838,2018-03-17,NOVARTIS COLOMBIA S A PAREXEL INTERNATIONAL,CRO3731,COLOMBIA,Fuente 3731,Especialidda 3731,Tipo 3731,CLCZ696D2302,Molecula 3731,Origen 3731,APROBADO,230,
3732,PI MS 1043,343,2020-07-15,2021-07-18,Titulo x747,Titulo x747,579095,2020-07-15,436870,2020-07-15,MERCK SHARP Y DOHME COLOMBIA S A S,CRO3732,COLOMBIA,Fuente 3732,Especialidda 3732,Tipo 3732,MK3475 158,Molecula 3732,Origen 3732,EN CURSO,229,
3733,PI MHI 1103,345,2020-08-01,2021-07-18,Titulo 747,Titulo 747,2681,2020-08-01,689403,2020-08-01,MONTREAL HEART INSTITUTE,CRO3733,COLOMBIA,Fuente 3733,Especialidda 3733,Tipo 3733,MHIPS 003,Molecula 3733,Origen 3733,APROBADO,228,
3734,PI GNT 1101,348,2021-02-15,2021-08-16,Titulo 748,Titulo 748,45984,2021-02-15,8504,2021-02-15,GENENTECH INC QUINTILES COLOMBIA LTDA,CRO3734,COLOMBIA,Fuente 3734,Especialidda 3734,Tipo 3734,GA30044,Molecula 3734,Origen 3734,APROBADO,227,
3735,PI JC 953,349,2020-04-06,2021-06-16,Titulo y,Titulo y,690036,2020-04-06,23838,2020-04-06,JANSSEN RESEARCH Y DEVELOPMENT LLC QUINTILES COLOMBIA LTDA,CRO3735,COLOMBIA,Fuente 3735,Especialidda 3735,Tipo 3735,28431754DNE3001,Molecula 3735,Origen 3735,APROBADO,226,
3736,PI MC 1113,346,2016-02-01,2021-08-16,Titulo x,Titulo x,34771,2016-02-01,21727,2016-02-01,MERCK KGAA QUINTILES COLOMBIA LTDA,CRO3736,COLOMBIA,Fuente 3736,Especialidda 3736,Tipo 3736,MS200527 0018,Molecula 3736,Origen 3736,APROBADO,225,
3737,PI ET 1127,343,2016-07-01,2021-06-16,Titulo x748,Titulo x748,234573,2016-07-01,24939,2016-07-01,ESPERION THERAPEUTICS INC QUINTILES COLOMBIA LTDA,CRO3737,COLOMBIA,Fuente 3737,Especialidda 3737,Tipo 3737,1002 043,Molecula 3737,Origen 3737,APROBADO,224,
3738,PI JC 722,341,2018-03-18,2021-06-16,Titulo 748,Titulo 748,657906,2018-03-18,23727,2018-03-18,JANSSEN RESEARCH Y DEVELOPMENT QUINTILES COLOMBIA LTDA,CRO3738,COLOMBIA,Fuente 3738,Especialidda 3738,Tipo 3738,212082PCR3011,Molecula 3738,Origen 3738,APROBADO,223,
3739,PI KC 247,346,2020-07-16,2021-07-19,Titulo 749,Titulo 749,324573,2020-07-16,12736,2020-07-16,ACTELION PHARMACEUTICALS LTD  INC RESEARCH COLOMBIA LTDA,CRO3739,COLOMBIA,Fuente 3739,Especialidda 3739,Tipo 3739,AC 055303 OL,Molecula 3739,Origen 3739,EN CURSO,222,
3740,PI ABS 1016,348,2020-08-02,2021-07-19,Titulo y,Titulo y,2681,2020-08-02,1233839,2020-08-02,MERCK KGAA QUINTILES COLOMBIA LTDA,CRO3740,COLOMBIA,Fuente 3740,Especialidda 3740,Tipo 3740,M13 813,Molecula 3740,Origen 3740,EN CURSO,221,
3741,PI NO 1140,341,2021-02-16,2021-08-17,Titulo x,Titulo x,552,2021-02-16,436871,2021-02-16,NOVARTIS DE COLOMBIA S A PAREXEL INTERNATIONAL COLOMBIA S A S,CRO3741,COLOMBIA,Fuente 3741,Especialidda 3741,Tipo 3741,CRAD001M2X02B,Molecula 3741,Origen 3741,EN CURSO,220,
3742,PI DSK 1194,342,2020-04-07,2021-06-17,Titulo x749,Titulo x749,253794,2020-04-07,689404,2020-04-07,DAIICHI SANKYO INC CIDAL BOGOTÁ SAS,CRO3742,COLOMBIA,Fuente 3742,Especialidda 3742,Tipo 3742,DU176B D 312,Molecula 3742,Origen 3742,RECHAZADO,219,
3743,PI DSK 1194,344,2016-02-02,2021-08-17,Titulo 749,Titulo 749,579096,2016-02-02,8505,2016-02-02,DAIICHI SANKYO INC CIDAL BOGOTÁ SAS,CRO3743,COLOMBIA,Fuente 3743,Especialidda 3743,Tipo 3743,DU176B D 312,Molecula 3743,Origen 3743,APROBADO,218,
3744,PI DSK 1194,346,2016-07-02,2021-06-17,Titulo 750,Titulo 750,2682,2016-07-02,23839,2016-07-02,DAIICHI SANKYO INC CIDAL BOGOTÁ SAS,CRO3744,COLOMBIA,Fuente 3744,Especialidda 3744,Tipo 3744,DU176B D 312,Molecula 3744,Origen 3744,EN CURSO,217,
3745,PI DSK 1194,349,2018-03-19,2021-06-17,Titulo y,Titulo y,45985,2018-03-19,21728,2018-03-19,DAIICHI SANKYO INC CIDAL BOGOTÁ SAS,CRO3745,COLOMBIA,Fuente 3745,Especialidda 3745,Tipo 3745,DU176B D 312,Molecula 3745,Origen 3745,APROBADO,216,
3746,PI DSK 1194,350,2020-07-17,2021-07-20,Titulo x,Titulo x,690037,2020-07-17,24940,2020-07-17,DAIICHI SANKYO INC CIDAL BOGOTÁ SAS,CRO3746,COLOMBIA,Fuente 3746,Especialidda 3746,Tipo 3746,DU176B D 312,Molecula 3746,Origen 3746,APROBADO,215,
3747,PI GNT 1181,347,2020-08-03,2021-07-20,Titulo x750,Titulo x750,34772,2020-08-03,23728,2020-08-03,GENENTECH INC QUINTILES COLOMBIA LTDA,CRO3747,COLOMBIA,Fuente 3747,Especialidda 3747,Tipo 3747,GA30066,Molecula 3747,Origen 3747,APROBADO,214,
3748,PI GNT 1181,344,2021-02-17,2021-08-18,Titulo 750,Titulo 750,234574,2021-02-17,12737,2021-02-17,GENENTECH INC QUINTILES COLOMBIA LTDA,CRO3748,COLOMBIA,Fuente 3748,Especialidda 3748,Tipo 3748,GA30066,Molecula 3748,Origen 3748,APROBADO,213,
3749,PI GNT 1181,342,2020-04-08,2021-06-18,Titulo 751,Titulo 751,657907,2020-04-08,1233840,2020-04-08,GENENTECH INC QUINTILES COLOMBIA LTDA,CRO3749,COLOMBIA,Fuente 3749,Especialidda 3749,Tipo 3749,GA30066,Molecula 3749,Origen 3749,APROBADO,212,
3750,PI NO 922,347,2016-02-03,2021-08-18,Titulo y,Titulo y,324574,2016-02-03,436872,2016-02-03,NOVARTIS DE COLOMBIA S A,CRO3750,COLOMBIA,Fuente 3750,Especialidda 3750,Tipo 3750,CLCZ696D2301,Molecula 3750,Origen 3750,APROBADO,211,
3751,PI RO 1182,349,2016-07-03,2021-06-18,Titulo x,Titulo x,2682,2016-07-03,689405,2016-07-03,PRODUCTOS ROCHE S A,CRO3751,COLOMBIA,Fuente 3751,Especialidda 3751,Tipo 3751,MO29872,Molecula 3751,Origen 3751,EN CURSO,210,
3752,PI AG 1075,342,2018-03-20,2021-06-18,Titulo x751,Titulo x751,553,2018-03-20,8506,2018-03-20,AMGEN INC QUINTILES COLOMBIA LTDA,CRO3752,COLOMBIA,Fuente 3752,Especialidda 3752,Tipo 3752,20120123,Molecula 3752,Origen 3752,EN CURSO,209,
3753,PI ALL 1019,343,2020-07-18,2021-07-21,Titulo 751,Titulo 751,253795,2020-07-18,23840,2020-07-18,ALLERGAN LTDA INC RESEARCH COLOMBIA LTDA,CRO3753,COLOMBIA,Fuente 3753,Especialidda 3753,Tipo 3753,150998 005,Molecula 3753,Origen 3753,EN CURSO,208,
3754,PI PF 1038,345,2020-08-04,2021-07-21,Titulo 752,Titulo 752,579097,2020-08-04,21729,2020-08-04,PFIZER COLOMBIA S A S INVENTIV HEALTH CLINICAL COLOMBIA S A S,CRO3754,COLOMBIA,Fuente 3754,Especialidda 3754,Tipo 3754,B1801381,Molecula 3754,Origen 3754,RECHAZADO,207,
